"month","account","total_transfer_in","total_transfer_out","account_monthly_balance"
10,"1444342924902272000","3871.77","1855.8400000000001","54376.53999999999"
11,"1444342924902272000","10114","4257.91","60232.62999999999"
12,"1444342924902272000","6457.0199999999995","4641.97","62047.67999999999"
1,"1445575213760933120","6203.25","3231.5299999999997","2971.7200000000003"
2,"1445575213760933120","4027.52","3503.26","3495.98"
3,"1445575213760933120","3588.9700000000003","1047.08","6037.870000000001"
4,"1445575213760933120","4950.719999999999","0","10988.59"
5,"1445575213760933120","2687.95","2908.91","10767.630000000001"
6,"1445575213760933120","5216.889999999999","4204.93","11779.59"
7,"1445575213760933120","8009.68","323.46","19465.81"
8,"1445575213760933120","1705.3700000000001","31.45","21139.730000000003"
9,"1445575213760933120","10299.119999999999","4954.44","26484.410000000003"
10,"1445575213760933120","5745.23","5029.68","27199.960000000003"
11,"1445575213760933120","10593.23","272.68","37520.51"
12,"1445575213760933120","9668.6","1796.37","45392.740000000005"
1,"1446893187368469248","1961.11","2406.18","-445.06999999999994"
2,"1446893187368469248","2152.92","1019.9399999999999","687.9100000000001"
3,"1446893187368469248","6079.030000000001","3033.3199999999997","3733.620000000001"
4,"1446893187368469248","1912.63","0","5646.250000000001"
5,"1446893187368469248","6891.9","0","12538.150000000001"
6,"1446893187368469248","1285.59","0","13823.740000000002"
7,"1446893187368469248","4186.98","42.85","17967.870000000003"
8,"1446893187368469248","1344.56","1711.62","17600.81"
9,"1446893187368469248","0","0","17600.81"
10,"1446893187368469248","5029.63","494.57","22135.870000000003"
11,"1446893187368469248","910.5899999999999","1822.27","21224.190000000002"
12,"1446893187368469248","1726.9199999999998","2022.5599999999997","20928.550000000003"
1,"1448845060250869760","3525.29","1161.35","2363.94"
2,"1448845060250869760","1756.83","1204.78","2915.99"
3,"1448845060250869760","1660.78","632.76","3944.0099999999998"
4,"1448845060250869760","3285.62","0","7229.629999999999"
5,"1448845060250869760","1293.83","0","8523.46"
6,"1448845060250869760","1335.38","0","9858.84"
7,"1448845060250869760","1432.23","753.4","10537.67"
8,"1448845060250869760","458.71","0","10996.38"
9,"1448845060250869760","3917.04","1293.48","13619.939999999999"
10,"1448845060250869760","3201.71","1052.48","15769.169999999998"
11,"1448845060250869760","2739.14","101.9","18406.409999999996"
12,"1448845060250869760","193.08","95.93","18503.559999999998"
1,"1449367275826785024","7426.150000000001","3476.42","3949.7300000000005"
2,"1449367275826785024","8260.75","388.68","11821.8"
3,"1449367275826785024","7391.99","5358.26","13855.529999999999"
4,"1449367275826785024","2369.55","1678.6399999999999","14546.439999999999"
5,"1449367275826785024","5127.9","2079.62","17594.719999999998"
6,"1449367275826785024","6737.59","4811.08","19521.229999999996"
7,"1449367275826785024","4153.660000000001","412","23262.889999999996"
8,"1449367275826785024","3039.9300000000003","0","26302.819999999996"
9,"1449367275826785024","9444.91","0","35747.729999999996"
10,"1449367275826785024","3758.32","3312.21","36193.84"
11,"1449367275826785024","4442","7077.88","33557.96"
12,"1449367275826785024","1929.74","2414.76","33072.94"
1,"1449870302755493376","2096.23","3560.62","-1464.3899999999999"
2,"1449870302755493376","2306.49","690.11","151.98999999999978"
3,"1449870302755493376","8038.81","1403.07","6787.7300000000005"
4,"1449870302755493376","1984.36","538.33","8233.76"
5,"1449870302755493376","1260.63","0","9494.39"
6,"1449870302755493376","494.39","311.28","9677.5"
7,"1449870302755493376","1498.83","392.79","10783.54"
8,"1449870302755493376","4959","0","15742.54"
9,"1449870302755493376","1538.54","3329.41","13951.670000000002"
10,"1449870302755493376","7750.81","0","21702.480000000003"
11,"1449870302755493376","1099.21","0","22801.690000000002"
12,"1449870302755493376","1550.75","1512.02","22840.420000000002"
1,"1451585384014024192","375.5","2051.87","-1676.37"
2,"1451585384014024192","3552.31","1276.35","599.5900000000001"
3,"1451585384014024192","2621.2700000000004","4459.47","-1238.6099999999997"
4,"1451585384014024192","6132.370000000001","2807.9","2085.860000000001"
5,"1451585384014024192","13431.929999999998","0","15517.789999999999"
6,"1451585384014024192","9955.269999999999","2579.63","22893.429999999997"
7,"1451585384014024192","961.36","2857.9700000000003","20996.819999999996"
8,"1451585384014024192","1679.61","1844.5600000000002","20831.869999999995"
9,"1451585384014024192","2201.29","0","23033.159999999996"
10,"1451585384014024192","2320.6800000000003","1574.39","23779.449999999997"
11,"1451585384014024192","5507.349999999999","3852.35","25434.449999999997"
12,"1451585384014024192","5611.84","2856.33","28189.96"
1,"1451961377382123776","1407.68","1636.76","-229.07999999999993"
2,"1451961377382123776","4168.9400000000005","808.76","3131.1000000000004"
3,"1451961377382123776","7372.49","2123.78","8379.81"
4,"1451961377382123776","4165.41","4452.13","8093.089999999999"
5,"1451961377382123776","2024.7800000000002","1637.53","8480.34"
6,"1451961377382123776","3244.8500000000004","3362.0099999999998","8363.18"
7,"1451961377382123776","3744.76","3804.3700000000003","8303.57"
8,"1451961377382123776","3657.76","3816.01","8145.32"
9,"1451961377382123776","1594.9299999999998","3659.4300000000003","6080.82"
10,"1451961377382123776","3569.4199999999996","637.35","9012.89"
11,"1451961377382123776","947.95","3649.1700000000005","6311.669999999999"
12,"1451961377382123776","1974.58","3311.0600000000004","4975.189999999999"
1,"1452274482253405184","3924.49","0","3924.49"
2,"1452274482253405184","745.69","4730.879999999999","-60.69999999999936"
3,"1452274482253405184","731.04","1275.95","-605.6099999999994"
4,"1452274482253405184","2826.01","0","2220.4000000000005"
5,"1452274482253405184","3132.1099999999997","1335.65","4016.86"
6,"1452274482253405184","1787.41","1588.77","4215.5"
7,"1452274482253405184","1632.31","116.12","5731.6900000000005"
8,"1452274482253405184","1298.6599999999999","3086.79","3943.5600000000004"
9,"1452274482253405184","4323.35","1009.19","7257.720000000001"
10,"1452274482253405184","5002.17","1368.21","10891.68"
11,"1452274482253405184","3541.84","1172.75","13260.77"
12,"1452274482253405184","5722.67","1196.43","17787.010000000002"
1,"1453494880875471872","10972.88","3048.96","7923.919999999999"
2,"1453494880875471872","6119.82","3049.29","10994.449999999999"
3,"1453494880875471872","10526.08","1187.2","20333.329999999998"
4,"1453494880875471872","9291.68","2666.67","26958.339999999997"
5,"1453494880875471872","5217.549999999999","2165.3199999999997","30010.569999999996"
6,"1453494880875471872","6708.169999999999","4122.089999999999","32596.649999999994"
7,"1453494880875471872","8613.94","1889.46","39321.13"
8,"1453494880875471872","3585.83","3812.46","39094.5"
9,"1453494880875471872","8868.529999999999","1843.49","46119.54"
10,"1453494880875471872","4779.79","0","50899.33"
11,"1453494880875471872","4531.620000000001","1667.4699999999998","53763.48"
12,"1453494880875471872","5473.860000000001","2579.89","56657.450000000004"
1,"1453938428379260160","2361.5299999999997","0","2361.5299999999997"
2,"1453938428379260160","0","0","2361.5299999999997"
3,"1453938428379260160","0","0","2361.5299999999997"
4,"1453938428379260160","223.23","0","2584.7599999999998"
5,"1453938428379260160","0","7.18","2577.58"
7,"1453938428379260160","259.02","2354.91","481.69000000000005"
8,"1453938428379260160","1286.4","1082.21","685.8800000000001"
9,"1453938428379260160","0","2288.65","-1602.77"
10,"1453938428379260160","0","1534.58","-3137.35"
11,"1453938428379260160","1730.1","0","-1407.25"
12,"1453938428379260160","1830.67","0","423.4200000000001"
1,"1454101989700145920","10255.01","578.25","9676.76"
2,"1454101989700145920","7736.519999999999","2220.29","15192.989999999998"
3,"1454101989700145920","3978.54","3613.2","15558.329999999998"
4,"1454101989700145920","5065.119999999999","3050.6099999999997","17572.839999999997"
5,"1454101989700145920","0","2652.27","14920.569999999996"
6,"1454101989700145920","3884.71","0","18805.279999999995"
7,"1454101989700145920","5999.09","1727","23077.369999999995"
8,"1454101989700145920","5925.26","1894.95","27107.679999999997"
9,"1454101989700145920","9377.3","2259.45","34225.53"
10,"1454101989700145920","10337.29","3207.7000000000007","41355.119999999995"
11,"1454101989700145920","6072.85","2438.76","44989.20999999999"
12,"1454101989700145920","8037.92","0","53027.12999999999"
1,"1455187371937948416","9315.66","5031.41","4284.25"
2,"1455187371937948416","2365.66","2275.79","4374.12"
3,"1455187371937948416","7140.23","2332.82","9181.529999999999"
4,"1455187371937948416","1565.5100000000002","0","10747.039999999999"
5,"1455187371937948416","6655.49","0","17402.53"
6,"1455187371937948416","1329.25","5404.79","13326.989999999998"
7,"1455187371937948416","3367.28","1610.5500000000002","15083.719999999998"
8,"1455187371937948416","180.97","0","15264.689999999997"
9,"1455187371937948416","6797.139999999999","0","22061.829999999994"
10,"1455187371937948416","9882.92","3157.9","28786.849999999995"
11,"1455187371937948416","5797.37","770.06","33814.159999999996"
12,"1455187371937948416","5499.790000000001","848.24","38465.71"
1,"1455490466676286208","1476.97","0","1476.97"
2,"1455490466676286208","0","0","1476.97"
3,"1455490466676286208","957.61","1741.53","693.0500000000001"
4,"1455490466676286208","0","873.18","-180.12999999999988"
6,"1455490466676286208","0","1764.65","-1944.78"
7,"1455490466676286208","155.88","0","-1788.9"
9,"1455490466676286208","0","0","-1788.9"
10,"1455490466676286208","0","0","-1788.9"
12,"1455490466676286208","0","204.14","-1993.04"
1,"1455847839176504320","3028.94","1587.5","1441.44"
2,"1455847839176504320","1908","2537.26","812.1799999999998"
3,"1455847839176504320","4230.73","327.79","4715.119999999999"
4,"1455847839176504320","5777.6","0","10492.72"
5,"1455847839176504320","6859.49","3412.4300000000003","13939.779999999999"
6,"1455847839176504320","4897.77","1389.73","17447.82"
7,"1455847839176504320","4162.84","787.88","20822.78"
8,"1455847839176504320","5310.85","941.7900000000001","25191.84"
9,"1455847839176504320","5080.09","664.68","29607.25"
10,"1455847839176504320","3594.06","844.29","32357.02"
11,"1455847839176504320","7333.4800000000005","1483.9","38206.6"
12,"1455847839176504320","7024.16","1590.97","43639.79"
1,"1456642983024520960","4133.89","5755.139999999999","-1621.249999999999"
2,"1456642983024520960","3151.9","1617.77","-87.11999999999898"
3,"1456642983024520960","4489.29","1460.61","2941.5600000000013"
4,"1456642983024520960","7477.11","196.94","10221.730000000001"
5,"1456642983024520960","193.86","0","10415.590000000002"
6,"1456642983024520960","2265.2200000000003","0","12680.810000000001"
7,"1456642983024520960","7618.66","0","20299.47"
8,"1456642983024520960","1872","2214.82","19956.65"
9,"1456642983024520960","1837.8600000000001","1016.18","20778.33"
10,"1456642983024520960","4814.04","2622.4700000000003","22969.9"
11,"1456642983024520960","3950.5","1472.3","25448.100000000002"
12,"1456642983024520960","580.79","0","26028.890000000003"
1,"1456813950296920576","0","1387.03","-1387.03"
2,"1456813950296920576","4261.81","402.72","2472.0600000000004"
3,"1456813950296920576","1032.49","0","3504.55"
4,"1456813950296920576","572.3","0","4076.8500000000004"
5,"1456813950296920576","2008.03","0","6084.88"
6,"1456813950296920576","455.46000000000004","1093.94","5446.4"
7,"1456813950296920576","5163.22","0","10609.619999999999"
8,"1456813950296920576","1232.6","672.93","11169.289999999999"
9,"1456813950296920576","230.58","1052.47","10347.4"
10,"1456813950296920576","1336.24","579.47","11104.17"
11,"1456813950296920576","1073.64","989.37","11188.44"
12,"1456813950296920576","0","1888.71","9299.73"
1,"1458124612842085376","2597.49","1731.64","865.8499999999997"
2,"1458124612842085376","849.82","0","1715.6699999999996"
3,"1458124612842085376","497.25","1590.58","622.3399999999997"
4,"1458124612842085376","1902.4099999999999","0","2524.7499999999995"
5,"1458124612842085376","0","1885.3500000000001","639.3999999999994"
6,"1458124612842085376","0","0","639.3999999999994"
7,"1458124612842085376","3511.37","771.65","3379.119999999999"
8,"1458124612842085376","1625.38","2072.07","2932.429999999999"
9,"1458124612842085376","1414","0","4346.4299999999985"
10,"1458124612842085376","2462.84","0","6809.269999999999"
11,"1458124612842085376","265.29","0","7074.559999999999"
12,"1458124612842085376","1356.98","0","8431.539999999999"
1,"1459665433478362880","8098.560000000001","4068.68","4029.8800000000015"
2,"1459665433478362880","7056.249999999999","0","11086.130000000001"
3,"1459665433478362880","9408.59","3832.82","16661.9"
4,"1459665433478362880","1381.5","3965.88","14077.52"
5,"1459665433478362880","6495.78","455.72","20117.58"
6,"1459665433478362880","2154.15","1892.7199999999998","20379.010000000002"
7,"1459665433478362880","8643.54","216","28806.550000000003"
8,"1459665433478362880","10429.439999999999","0","39235.990000000005"
9,"1459665433478362880","4544.719999999999","4547.280000000001","39233.43000000001"
10,"1459665433478362880","9188.34","1357.17","47064.600000000006"
11,"1459665433478362880","7116.23","775.68","53405.15000000001"
12,"1459665433478362880","3035.58","2043.7199999999998","54397.01000000001"
1,"1460024544557469184","2846.32","2388.04","458.2800000000002"
2,"1460024544557469184","3964.87","1787.59","2635.56"
3,"1460024544557469184","3684.87","2384.6","3935.83"
4,"1460024544557469184","5678.889999999999","3600.34","6014.379999999999"
5,"1460024544557469184","1764.17","4487.84","3290.709999999999"
6,"1460024544557469184","6188.050000000001","541.42","8937.34"
7,"1460024544557469184","1506.84","4314.19","6129.990000000001"
8,"1460024544557469184","5273.36","124.4","11278.95"
9,"1460024544557469184","2493.92","0","13772.87"
10,"1460024544557469184","3960.46","2578.45","15154.880000000001"
11,"1460024544557469184","2758.88","0","17913.760000000002"
12,"1460024544557469184","2358.5699999999997","2911.94","17360.390000000003"
1,"1461571821773009920","5877.75","2307.7400000000002","3570.0099999999998"
2,"1461571821773009920","4985.1","4355.48","4199.630000000001"
3,"1461571821773009920","9833.56","0","14033.19"
4,"1461571821773009920","2007.59","0","16040.78"
5,"1461571821773009920","2557.03","2255.0299999999997","16342.78"
6,"1461571821773009920","9204.47","2327.84","23219.41"
7,"1461571821773009920","4107.32","1767.76","25558.97"
8,"1461571821773009920","5542.35","0","31101.32"
9,"1461571821773009920","927.5","791.66","31237.16"
10,"1461571821773009920","1777.84","2388.31","30626.69"
11,"1461571821773009920","6039.16","2797.4700000000003","33868.38"
12,"1461571821773009920","555.78","694.54","33729.619999999995"
1,"1462003487412014592","1665.85","0","1665.85"
2,"1462003487412014592","1847.8400000000001","43.6","3470.09"
3,"1462003487412014592","1835.53","0","5305.62"
4,"1462003487412014592","1646.1200000000001","0","6951.74"
5,"1462003487412014592","1362.19","0","8313.93"
6,"1462003487412014592","1120.16","923.8","8510.29"
7,"1462003487412014592","2201.16","0","10711.45"
8,"1462003487412014592","383.34","0","11094.79"
10,"1462003487412014592","0","1524.51","9570.28"
11,"1462003487412014592","341.6","0","9911.880000000001"
1,"1462004790363659776","7986.78","1454.95","6531.83"
2,"1462004790363659776","3685.08","0","10216.91"
3,"1462004790363659776","5320.0199999999995","609.34","14927.59"
4,"1462004790363659776","5878.3099999999995","1758.58","19047.32"
5,"1462004790363659776","5376.1900000000005","2837.36","21586.15"
6,"1462004790363659776","6249.180000000001","6357.34","21477.99"
7,"1462004790363659776","2736.56","1601.5","22613.050000000003"
8,"1462004790363659776","7331.24","665.14","29279.15"
9,"1462004790363659776","6042.379999999999","0","35321.53"
10,"1462004790363659776","2122.31","3157.45","34286.39"
11,"1462004790363659776","3152.3599999999997","170.3","37268.45"
12,"1462004790363659776","7797.09","2457.2","42608.34"
1,"1462551717921685760","11561.2","3726.6800000000003","7834.52"
2,"1462551717921685760","2101.12","1556.0900000000001","8379.55"
3,"1462551717921685760","1955.71","3496.5299999999997","6838.73"
4,"1462551717921685760","7575.389999999999","1529.71","12884.41"
5,"1462551717921685760","4079.28","1090.63","15873.06"
6,"1462551717921685760","3053.0499999999997","1924.0900000000001","17002.02"
7,"1462551717921685760","4212.99","156.91","21058.1"
8,"1462551717921685760","5083.65","744.51","25397.239999999998"
9,"1462551717921685760","2384.84","3023.52","24758.559999999998"
10,"1462551717921685760","3340.88","2754.12","25345.32"
11,"1462551717921685760","786.81","204.56","25927.57"
12,"1462551717921685760","2845.9","0","28773.47"
1,"1464092084719376128","5865.7","0","5865.7"
2,"1464092084719376128","7639.2300000000005","1753.6599999999999","11751.27"
3,"1464092084719376128","4015.81","3752.13","12014.95"
4,"1464092084719376128","8164.909999999999","4552.7","15627.16"
5,"1464092084719376128","6654.63","1365.95","20915.84"
6,"1464092084719376128","496.47","2539.25","18873.06"
7,"1464092084719376128","2204.27","0","21077.33"
8,"1464092084719376128","4645.66","2890.4","22832.59"
9,"1464092084719376128","5545.339999999999","2489.54","25888.39"
10,"1464092084719376128","3837.3399999999997","4977.43","24748.3"
11,"1464092084719376128","4617.9800000000005","1489.98","27876.3"
12,"1464092084719376128","4977.67","0","32853.97"
1,"1464425610060484608","2067.86","807.12","1260.7400000000002"
2,"1464425610060484608","3874.6599999999994","0","5135.4"
3,"1464425610060484608","3396.82","197.68","8334.54"
4,"1464425610060484608","0","2225.76","6108.780000000001"
5,"1464425610060484608","4521.78","0","10630.560000000001"
6,"1464425610060484608","4954.27","791.88","14792.95"
7,"1464425610060484608","4404.3","0","19197.25"
8,"1464425610060484608","3753.38","1445.6899999999998","21504.940000000002"
9,"1464425610060484608","3945.52","0","25450.460000000003"
10,"1464425610060484608","2238.3","1573.52","26115.24"
11,"1464425610060484608","0","0","26115.24"
12,"1464425610060484608","3149.63","1364.58","27900.29"
1,"1464615907167550464","2257.1400000000003","1209.95","1047.1900000000003"
2,"1464615907167550464","4472.9","4528.4400000000005","991.6499999999994"
3,"1464615907167550464","1860.59","0","2852.2399999999993"
4,"1464615907167550464","3362.3199999999997","1320.04","4894.519999999999"
5,"1464615907167550464","3565.8199999999997","2819.17","5641.169999999998"
6,"1464615907167550464","1488.97","0","7130.1399999999985"
7,"1464615907167550464","7096.93","694.01","13533.059999999998"
8,"1464615907167550464","3297.29","1888.78","14941.569999999998"
9,"1464615907167550464","5559.39","2534.3","17966.659999999996"
10,"1464615907167550464","1451.35","1155.8","18262.209999999995"
11,"1464615907167550464","3292.85","2206.09","19348.969999999994"
12,"1464615907167550464","3783.5699999999997","2832.32","20300.219999999994"
1,"1464672692495406848","3388.85","1746.95","1641.8999999999999"
2,"1464672692495406848","1997.6100000000001","215.7","3423.81"
3,"1464672692495406848","898.82","2340.37","1982.2600000000002"
4,"1464672692495406848","4625.719999999999","0","6607.98"
5,"1464672692495406848","2243.2","1135.36","7715.82"
6,"1464672692495406848","1354.95","298.95","8771.82"
7,"1464672692495406848","1605.85","1803.21","8574.46"
8,"1464672692495406848","2867.05","172.69","11268.82"
9,"1464672692495406848","1525.88","427.94","12366.76"
10,"1464672692495406848","66.59","148.4","12284.95"
11,"1464672692495406848","5537.120000000001","0","17822.07"
12,"1464672692495406848","2040.69","260.1","19602.66"
1,"1466221330832548352","1874.65","1047.68","826.97"
2,"1466221330832548352","1070.28","0","1897.25"
3,"1466221330832548352","4208.56","2795.54","3310.2700000000004"
4,"1466221330832548352","4965.62","0","8275.89"
5,"1466221330832548352","1651.33","0","9927.22"
6,"1466221330832548352","627.51","0","10554.73"
7,"1466221330832548352","2386.98","0","12941.71"
8,"1466221330832548352","337.7","188.59","13090.82"
9,"1466221330832548352","2822.06","0","15912.88"
10,"1466221330832548352","2425.1","1737.9","16600.079999999998"
11,"1466221330832548352","2812.0600000000004","1511.29","17900.85"
12,"1466221330832548352","4205.6900000000005","0","22106.54"
1,"1466475392679104000","1797.4299999999998","2870.3500000000004","-1072.9200000000005"
2,"1466475392679104000","3166.0899999999997","1165.46","927.7099999999991"
3,"1466475392679104000","1794.2","0","2721.909999999999"
4,"1466475392679104000","258.31","0","2980.219999999999"
5,"1466475392679104000","2779.11","0","5759.329999999999"
6,"1466475392679104000","3873.46","0","9632.789999999999"
7,"1466475392679104000","5252.360000000001","0","14885.15"
8,"1466475392679104000","1672.77","1509.69","15048.23"
9,"1466475392679104000","3918.24","608.35","18358.12"
10,"1466475392679104000","2925.56","1056.2","20227.48"
11,"1466475392679104000","2032.02","1499.11","20760.39"
12,"1466475392679104000","1614.3","0","22374.69"
1,"1467229963892436992","12143.88","3508.63","8635.25"
2,"1467229963892436992","7154.620000000001","1494.5900000000001","14295.28"
3,"1467229963892436992","4291.9","6859.03","11728.150000000001"
4,"1467229963892436992","11551.239999999998","1893.8899999999999","21385.5"
5,"1467229963892436992","9171.89","2957.21","27600.18"
6,"1467229963892436992","3442.05","2725.6099999999997","28316.620000000003"
7,"1467229963892436992","2235.45","1235.86","29316.210000000003"
8,"1467229963892436992","5580.14","3053.3300000000004","31843.020000000004"
9,"1467229963892436992","3915.53","4504.04","31254.510000000006"
10,"1467229963892436992","7374.07","1170.1299999999999","37458.450000000004"
11,"1467229963892436992","7485.23","1155.28","43788.4"
12,"1467229963892436992","5857.299999999999","6473.049999999999","43172.65"
1,"1468868094263467008","3681.89","3342.73","339.15999999999985"
2,"1468868094263467008","7260.639999999999","875.19","6724.609999999999"
3,"1468868094263467008","6265.41","3851.5499999999997","9138.47"
4,"1468868094263467008","800.78","267.67","9671.58"
5,"1468868094263467008","4282.08","1291.4","12662.26"
6,"1468868094263467008","12521.14","1403.9","23779.5"
7,"1468868094263467008","5735.26","2081.9","27432.86"
8,"1468868094263467008","5797.5599999999995","1531.11","31699.31"
9,"1468868094263467008","1297.54","2440.74","30556.11"
10,"1468868094263467008","3145.59","0","33701.7"
11,"1468868094263467008","8568.77","1444.64","40825.829999999994"
12,"1468868094263467008","8427.22","3614.42","45638.62999999999"
1,"1470963658619853568","3897.1400000000003","4169.51","-272.3699999999999"
2,"1470963658619853568","7985.29","439.62","7273.3"
3,"1470963658619853568","10269.54","0","17542.84"
4,"1470963658619853568","2921","1141.5500000000002","19322.29"
5,"1470963658619853568","7230.6","757.75","25795.14"
6,"1470963658619853568","4316.86","0","30112"
7,"1470963658619853568","3721.5699999999997","2233.98","31599.59"
8,"1470963658619853568","9113.130000000001","2403.4300000000003","38309.29"
9,"1470963658619853568","5086.610000000001","0","43395.9"
10,"1470963658619853568","8379.1","3066.21","48708.79"
11,"1470963658619853568","216.86","4561.81","44363.84"
12,"1470963658619853568","1777.53","2623.26","43518.10999999999"
1,"1471041371491207680","0","0","0"
2,"1471041371491207680","3544.0499999999997","0","3544.0499999999997"
3,"1471041371491207680","1775.1699999999998","2615.11","2704.1099999999997"
4,"1471041371491207680","7785.6900000000005","3406.2799999999997","7083.52"
5,"1471041371491207680","1035.89","0","8119.410000000001"
6,"1471041371491207680","1495.16","1039.27","8575.300000000001"
7,"1471041371491207680","2769.6","1230.99","10113.910000000002"
8,"1471041371491207680","4806.720000000001","1168.09","13752.540000000003"
9,"1471041371491207680","2578.55","2606.8","13724.290000000003"
10,"1471041371491207680","3246.63","1744.04","15226.880000000003"
11,"1471041371491207680","1037.26","2812.2799999999997","13451.860000000002"
12,"1471041371491207680","2164.56","0","15616.420000000002"
1,"1471258467319440128","1918.7","3494.6400000000003","-1575.9400000000003"
2,"1471258467319440128","3418.55","3533.96","-1691.3500000000001"
3,"1471258467319440128","7574.709999999999","3896.21","1987.149999999999"
4,"1471258467319440128","7201.460000000001","3677.32","5511.29"
5,"1471258467319440128","3847.14","1708.06","7650.37"
6,"1471258467319440128","4331.360000000001","1753.83","10227.900000000001"
7,"1471258467319440128","4208.26","0","14436.160000000002"
8,"1471258467319440128","1582.23","1566.4","14451.990000000002"
9,"1471258467319440128","4527.71","1461.92","17517.780000000002"
10,"1471258467319440128","1121.51","4474.32","14164.970000000003"
11,"1471258467319440128","7673.4","2647.15","19191.22"
12,"1471258467319440128","2804.0699999999997","1554.66","20440.63"
1,"1471353298700494080","6237.110000000001","0","6237.110000000001"
2,"1471353298700494080","653.81","1225.73","5665.1900000000005"
3,"1471353298700494080","2617.03","257.62","8024.6"
4,"1471353298700494080","0","1587.08","6437.52"
5,"1471353298700494080","3482.7999999999997","352.6","9567.720000000001"
6,"1471353298700494080","2521.42","3177.42","8911.720000000001"
7,"1471353298700494080","703.39","930.69","8684.420000000002"
8,"1471353298700494080","1199.69","2108.61","7775.500000000002"
9,"1471353298700494080","3498.08","0","11273.580000000002"
10,"1471353298700494080","1737.41","0","13010.990000000002"
11,"1471353298700494080","4407.85","1323.31","16095.530000000002"
12,"1471353298700494080","2718.0600000000004","0","18813.590000000004"
1,"1471401685106875648","2676","2050.4500000000003","625.5499999999997"
2,"1471401685106875648","1306.08","49.57","1882.0599999999997"
3,"1471401685106875648","2345.98","0","4228.04"
4,"1471401685106875648","243.75","1480.3400000000001","2991.45"
5,"1471401685106875648","1880.42","2038.79","2833.08"
6,"1471401685106875648","2453.74","2084","3202.8199999999997"
7,"1471401685106875648","4462.96","900.69","6765.09"
8,"1471401685106875648","588.91","0","7354"
9,"1471401685106875648","733.76","1621.8600000000001","6465.9"
10,"1471401685106875648","1962.2","3679.4800000000005","4748.619999999999"
11,"1471401685106875648","0","864.08","3884.539999999999"
12,"1471401685106875648","1797.4","1795.05","3886.8899999999994"
1,"1472076728622773760","8313.630000000001","0","8313.630000000001"
2,"1472076728622773760","6070.530000000001","5836.9800000000005","8547.18"
3,"1472076728622773760","3048.24","99.02","11496.4"
4,"1472076728622773760","5049.88","6764.72","9781.56"
5,"1472076728622773760","7700.33","0","17481.89"
6,"1472076728622773760","4321.120000000001","4610.16","17192.85"
7,"1472076728622773760","2810.48","4415.99","15587.339999999998"
8,"1472076728622773760","3528.06","3195.9799999999996","15919.419999999998"
9,"1472076728622773760","4037.04","6674.630000000001","13281.829999999998"
10,"1472076728622773760","8559.98","2147.6200000000003","19694.189999999995"
11,"1472076728622773760","11728.01","3842.71","27579.489999999994"
12,"1472076728622773760","4231","382.15","31428.339999999993"
1,"1472107008773939712","234.27","1330.31","-1096.04"
2,"1472107008773939712","0","0","-1096.04"
3,"1472107008773939712","3090.41","0","1994.37"
4,"1472107008773939712","0","1940.19","54.179999999999836"
5,"1472107008773939712","0","1666.85","-1612.67"
6,"1472107008773939712","3538.0699999999997","1662.38","263.0199999999995"
7,"1472107008773939712","4059.67","193.48","4129.209999999999"
8,"1472107008773939712","5432","0","9561.21"
9,"1472107008773939712","0","3390.0600000000004","6171.149999999999"
10,"1472107008773939712","2941.2799999999997","1695.84","7416.589999999998"
11,"1472107008773939712","3260.62","1996.36","8680.849999999999"
12,"1472107008773939712","5036.58","2000.5","11716.929999999998"
1,"1473447700904485632","7478.11","65.95","7412.16"
2,"1473447700904485632","5417.2300000000005","3139.6000000000004","9689.79"
3,"1473447700904485632","5122.78","0","14812.57"
4,"1473447700904485632","5635.27","2680.14","17767.7"
5,"1473447700904485632","10166.08","2775","25158.78"
6,"1473447700904485632","4137.22","1518.73","27777.27"
7,"1473447700904485632","3080.57","1858.6","28999.24"
8,"1473447700904485632","9112.71","3072.37","35039.58"
9,"1473447700904485632","5616.459999999999","4409.64","36246.4"
10,"1473447700904485632","5533.46","2305.27","39474.590000000004"
11,"1473447700904485632","3486.96","0","42961.55"
12,"1473447700904485632","7294.42","3337.45","46918.520000000004"
1,"1473533418375028224","0","1973.05","-1973.05"
2,"1473533418375028224","0","0","-1973.05"
3,"1473533418375028224","1730.11","1043.28","-1286.22"
5,"1473533418375028224","0","380.65","-1666.87"
6,"1473533418375028224","220.81","0","-1446.06"
7,"1473533418375028224","0","1861.84","-3307.8999999999996"
8,"1473533418375028224","2343.34","0","-964.5599999999995"
9,"1473533418375028224","0","0","-964.5599999999995"
10,"1473533418375028224","2940.52","1912.61","63.35000000000059"
11,"1473533418375028224","1412.2","2595.45","-1119.8999999999992"
12,"1473533418375028224","241.55","0","-878.3499999999992"
1,"1473776349253630208","2030.29","2107.7","-77.40999999999985"
2,"1473776349253630208","1845.2","1238.19","529.6000000000001"
3,"1473776349253630208","0","1353.59","-823.9899999999998"
4,"1473776349253630208","1602.19","2423.3399999999997","-1645.1399999999994"
5,"1473776349253630208","5274.15","1373.89","2255.12"
6,"1473776349253630208","2663.8","3016.62","1902.3000000000002"
7,"1473776349253630208","4371.86","1722.27","4551.889999999999"
8,"1473776349253630208","813.21","0","5365.099999999999"
9,"1473776349253630208","1548.6599999999999","679.34","6234.419999999999"
10,"1473776349253630208","2413.5","1465.28","7182.639999999999"
11,"1473776349253630208","2623.61","1656.13","8150.119999999999"
